,person,name,description,abstract,birthPlaceName,lat,long,birthDate
83,http://dbpedia.org/resource/Al_Martino,Al Martino,"Al Martino (born Jasper Cini; October 7, 1927 – October 13, 2009) was an American singer and actor. He had his greatest success as a singer between the early 1950s and mid-1970s, being described as ""one of the great Italian American pop crooners"", and also became well known as an actor, particularly for his role as singer Johnny Fontane in The Godfather.","Al Martino (born Jasper Cini; October 7, 1927 – October 13, 2009) was an American singer and actor. He had his greatest success as a singer between the early 1950s and mid-1970s, being described as ""one of the great Italian American pop crooners"", and also became well known as an actor, particularly for his role as singer Johnny Fontane in The Godfather.","Philadelphia, Pennsylvania, United States",39.9528,-75.1636,1927.0
84,http://dbpedia.org/resource/Al_McKay,Al McKay,"Al McKay (born February 2, 1948, in New Orleans, Louisiana) is an American guitarist, songwriter and producer. He is a former member of The Watts 103rd Rhythm Street Band and Earth, Wind & Fire. McKay now leads his own group called the Al McKay All Stars.","Al McKay (born February 2, 1948, in New Orleans, Louisiana) is an American guitarist, songwriter and producer. He is a former member of The Watts 103rd Rhythm Street Band and Earth, Wind & Fire. McKay now leads his own group called the Al McKay All Stars.","New Orleans, Louisiana, U.S.",31.0,-92.0,1948.0
86,http://dbpedia.org/resource/Al_Sears,Al Sears,"Albert Omega Sears (February 21, 1910 – March 23, 1990) was an American jazz tenor saxophonist and bandleader, sometimes credited as Big Al Sears. Sears was born in Macomb, Illinois. His first major gig came in 1928 when he replaced Johnny Hodges in Chick Webb's ensemble. Following this he played with Elmer Snowden (1931–32), then led his own groups between 1933 and 1941. In the early 1940s he was with Andy Kirk (1941–42) and Lionel Hampton (1943-44) before he became a member of Duke Ellington's Orchestra in 1944, replacing Ben Webster. He became one of Ellington's best-known soloists and remained in his employ until 1949, when first Jimmy Forrest and then Paul Gonsalves took over his chair. He played with Johnny Hodges in 1951–52 and recorded the tune ""Castle Rock"" with him; the tune beca","Albert Omega Sears (February 21, 1910 – March 23, 1990) was an American jazz tenor saxophonist and bandleader, sometimes credited as Big Al Sears. Sears was born in Macomb, Illinois. His first major gig came in 1928 when he replaced Johnny Hodges in Chick Webb's ensemble. Following this he played with Elmer Snowden (1931–32), then led his own groups between 1933 and 1941. In the early 1940s he was with Andy Kirk (1941–42) and Lionel Hampton (1943-44) before he became a member of Duke Ellington's Orchestra in 1944, replacing Ben Webster. He became one of Ellington's best-known soloists and remained in his employ until 1949, when first Jimmy Forrest and then Paul Gonsalves took over his chair. He played with Johnny Hodges in 1951–52 and recorded the tune ""Castle Rock"" with him; the tune became a hit but was released under Hodges's name. Sears was in Alan Freed's band when Freed did live shows, being introduced as ""Big Al Sears."" He played as a studio musician on a variety of R&B albums in the 1950s and recorded two albums for Swingville Records in 1960. He also owned several record labels, including Arock, Serock, and Gator. In 1990 he died in St. Albans, New York, at the age of 80.","Macomb, Illinois, U.S.",40.4605,-90.674,1910.0
87,http://dbpedia.org/resource/Alan_Barnes_(musician),Alan Barnes,Alan Barnes (born 23 July 1959) is an English jazz saxophone and clarinetist player.,Alan Barnes (born 23 July 1959) is an English jazz saxophone and clarinetist player.,"Altrincham, England",53.3838,-2.3547,1959.0
88,http://dbpedia.org/resource/Alan_Baylock,Alan Baylock,"Alan Baylock is an American composer, arranger, educator, bandleader, clinician, instrumentalist, and the former leader of the Alan Baylock Jazz Orchestra. He was also the Jazz Composer-in-Residence at Shenandoah Conservatory in Winchester, Virginia, from 2011 until 2016 and served as the Chief Arranger for The Airmen of Note jazz ensemble in Washington, D.C., for 20 years before moving to his current position as the Director of the One O'Clock Lab Band at the University of North Texas.","Alan Baylock is an American composer, arranger, educator, bandleader, clinician, instrumentalist, and the former leader of the Alan Baylock Jazz Orchestra. He was also the Jazz Composer-in-Residence at Shenandoah Conservatory in Winchester, Virginia, from 2011 until 2016 and served as the Chief Arranger for The Airmen of Note jazz ensemble in Washington, D.C., for 20 years before moving to his current position as the Director of the One O'Clock Lab Band at the University of North Texas.","http://dbpedia.org/resource/Ebensburg,_Pennsylvania",40.4864,-78.7256,1967.0
89,http://dbpedia.org/resource/Alan_Branscombe,Alan Branscombe,"Alan Branscombe (4 June 1936 - 27 October 1986) was an English jazz pianist, vibraphonist, and alto saxophonist.","Alan Branscombe (4 June 1936 - 27 October 1986) was an English jazz pianist, vibraphonist, and alto saxophonist.","Wallasey, England",53.4158,-3.02333,1936.0
90,http://dbpedia.org/resource/Alan_Broadbent,Alan Broadbent,"Alan Leonard Broadbent  (born 23 April 1947) is a New Zealand jazz pianist, arranger, and composer known for his work with artists such as Sue Raney, Charlie Haden, Woody Herman, Chet Baker, Irene Kral, Sheila Jordan, Natalie Cole, Warne Marsh, Bud Shank, and many others.","Alan Leonard Broadbent  (born 23 April 1947) is a New Zealand jazz pianist, arranger, and composer known for his work with artists such as Sue Raney, Charlie Haden, Woody Herman, Chet Baker, Irene Kral, Sheila Jordan, Natalie Cole, Warne Marsh, Bud Shank, and many others.","Auckland, New Zealand",-36.8406,174.74,1947.0
91,http://dbpedia.org/resource/Alan_Chang,Alan Chang,"Alan Peijei Chang (born December 4, 1979) is an American pianist and songwriter, best known for his work with Michael Bublé. Originally from San Jose, California, he graduated from the University of Southern California's Thornton School of Music with a degree in jazz studies in 2002. On November 15, 2011, Chang produced and released the inspirational holiday album ""Cold December Night."" The album features ""melancholy interpretations of Christmas songs envisioned by various members of Michael Bublé's touring band.""","Alan Peijei Chang (born December 4, 1979) is an American pianist and songwriter, best known for his work with Michael Bublé. Originally from San Jose, California, he graduated from the University of Southern California's Thornton School of Music with a degree in jazz studies in 2002. Chang began his passion for jazz at Castillero Middle School. At the age of 13, Chang began accompanying nearby Pioneer High School with their daily musical rehearsals as well as a local dance studio. When Chang attended Pioneer High School, he soon received local recognition for his playing, and by his senior year he had recorded an independent ""senior project"". The CD included original compositions and was sold locally to recoup recording expenses. Later that year Chang was selected as one of two pianists to the San Francisco High School Grammy Band. After graduating from USC's Thornton School of Music, Chang was discovered and asked to audition for an up-and-coming artist, Michael Bublé. Since 2003, Chang has been Bublé's musical director and pianist, traveling the world to sold-out shows, radio, and television appearances. In 2005, Chang co-wrote ""Home"" with Bublé and Amy Foster-Gillies. By 2007, his writing credentials included ""Everything"" and ""Lost"", both off of Bublé's album Call Me Irresponsible. Most recently, Chang co-wrote and co-produced tracks from Buble's release Crazy Love. Chang co-wrote the first single, ""Haven't Met You Yet"", and the second single, ""Hold On"". Also, Chang was a co-producer on the tracks ""Stardust"" and ""You're Nobody till Somebody Loves You"". For Bublé's 2011 Christmas album, Chang co-wrote the only original song, ""Cold December Night"". He also arranged Have Yourself a Merry Little Christmas. In 2016, he co-produced Bublé's album Nobody but Me. On November 15, 2011, Chang produced and released the inspirational holiday album ""Cold December Night."" The album features ""melancholy interpretations of Christmas songs envisioned by various members of Michael Bublé's touring band."" In addition to his writing credentials with Michael Bublé, Chang co-wrote two tracks with singer Josh Kelley on his album To Remember: ""Walk Right In"" and ""More Than Love"". Chang also co-wrote ""Stargazing"" for X Factor champion Leon Jackson. The track is on his debut album Right Now. Chang has also co-wrote ""Giant"" from The Voice (US)"" Season 1 winner Javier Colon's album Gravity. Chang is also a member of the Los Angeles-area rock band formerly known as The Cosmic Giggle and The Good Night; it is currently known as Your Future Lovers.","San Jose, California, U.S.",37.3333,-121.9,1979.0
92,http://dbpedia.org/resource/Alan_Clare,Alan Clare,Alan George Clare (born Alan George Jaycock; 31 May 1921 – 29 November 1993) was a British jazz pianist and composer.,Alan George Clare (born Alan George Jaycock; 31 May 1921 – 29 November 1993) was a British jazz pianist and composer.,"London, England",51.5072,-0.1275,1921.0
93,http://dbpedia.org/resource/Alan_Dawson,Alan Dawson,"Alan Dawson (July 14, 1929 – February 23, 1996) was a respected jazz drummer and widely influential percussion teacher based in Boston.","Alan Dawson (July 14, 1929 – February 23, 1996) was a respected jazz drummer and widely influential percussion teacher based in Boston.",http://dbpedia.org/resource/United_States,40.0,-100.0,1929.0
99,http://dbpedia.org/resource/Alan_Laurillard,Alan Laurillard,"Alan Laurillard (born April 20, 1946, Vancouver) is a Canadian composer, workshop leader, saxophonist, keyboard player and sample artist, living in the Netherlands and Bulgaria. He plays jazz, improvisational music and non-Western music. For his work as a musician, orchestral and workshop leader, and driver of the jazz scene in Groningen, Laurillard received the Boy Edgar Prize in 1982, the most important jazz award in The Netherlands, and four years later received the Henri de Wolf Jazz Prize.","Alan Laurillard (born April 20, 1946, Vancouver) is a Canadian composer, workshop leader, saxophonist, keyboard player and sample artist, living in the Netherlands and Bulgaria. He plays jazz, improvisational music and non-Western music. For his work as a musician, orchestral and workshop leader, and driver of the jazz scene in Groningen, Laurillard received the Boy Edgar Prize in 1982, the most important jazz award in The Netherlands, and four years later received the Henri de Wolf Jazz Prize.","Vancouver, British Columbia, Canada",49.25,-123.1,1946.0
101,http://dbpedia.org/resource/Alan_Silva,Alan Lee Silva,"Alan Silva (born Alan Lee da Silva; January 22, 1939 in Bermuda) is an American free jazz double bassist and keyboard player.","Alan Silva (born Alan Lee da Silva; January 22, 1939 in Bermuda) is an American free jazz double bassist and keyboard player.",http://dbpedia.org/resource/Bermuda,32.3333,-64.75,1939.0
103,http://dbpedia.org/resource/Alan_Rubin,Alan Rubin,"Alan Rubin (February 11, 1943 – June 8, 2011), also known as Mr. Fabulous, was an American musician. He played trumpet, flugelhorn, and piccolo trumpet. Rubin began attending Juilliard School of Music in New York when he was 17 and studied with William Vacchiano, who was principal trumpet in the New York Philharmonic. Vacchiano described Rubin as his best student. While at Juilliard, Rubin was invited to play with Paul Hindemith on his last concert tour of the United States, but Rubin chose instead to play with Peggy Lee at the Village Vanguard. Rubin dropped out of Juilliard at 20 to tour with singer Robert Goulet as his lead trumpet player.","Alan Rubin (February 11, 1943 – June 8, 2011), also known as Mr. Fabulous, was an American musician. He played trumpet, flugelhorn, and piccolo trumpet. Rubin began attending Juilliard School of Music in New York when he was 17 and studied with William Vacchiano, who was principal trumpet in the New York Philharmonic. Vacchiano described Rubin as his best student. While at Juilliard, Rubin was invited to play with Paul Hindemith on his last concert tour of the United States, but Rubin chose instead to play with Peggy Lee at the Village Vanguard. Rubin dropped out of Juilliard at 20 to tour with singer Robert Goulet as his lead trumpet player. Rubin was a member of the Saturday Night Live Band, with whom he played at the Closing Ceremony of the 1996 Olympic Games. As a member of The Blues Brothers, he portrayed Mr. Fabulous in the 1980 film, the 1998 sequel and was a member of the touring band. The nickname ""Mr Fabulous"" was given to Rubin by John Belushi. Rubin played with an array of artists, such as Frank Sinatra, Frank Zappa, Duke Ellington, Blood, Sweat & Tears, Gil Evans, Eumir Deodato, Sting, Aerosmith, The Rolling Stones, Paul Simon, James Taylor, Frankie Valli, Eric Clapton, Billy Joel, B.B. King, Miles Davis, Yoko Ono, Peggy Lee, Aretha Franklin, James Brown, Ray Charles, Cab Calloway, and Dr. John. Rubin contributed to over 6000 recording sessions. Rubin's last performance was with The Blues Brotherhood (Blues Brothers tribute show) at B.B. King's in NYC on October 12, 2010. The performance also featured Tom ""Bones"" Malone and Lou ""Blue Lou"" Marini. Rubin died from lung cancer at Memorial Sloan Kettering Cancer Center in New York City and he was cremated. Rubin is survived by his wife, Mary and two siblings, Sharyn Soleimani and Marshall Rubin.","Brooklyn, New York City",40.6247,-73.9903,1943.0
